id,bom_id/id,product_id/id,product_qty,product_uom_id/id,sequence
bom_sf_kem_dau_line_3__do_ngot_it__do_tra_nhat__da_nhieu,bom_sf_kem_dau__do_ngot_it__do_tra_nhat__da_nhieu,pp_ing_base_kem,0.03,uom.product_uom_litre,1
bom_sf_kem_dau_line_4__do_ngot_it__do_tra_nhat__da_nhieu,bom_sf_kem_dau__do_ngot_it__do_tra_nhat__da_nhieu,pp_ing_muc_dau,0.02,uom.product_uom_litre,1
bom_sf_kem_dau_line_1__do_ngot_it__do_tra_vua__da_khong,bom_sf_kem_dau__do_ngot_it__do_tra_vua__da_khong,pp_ing_rich_lun,0.08,uom.product_uom_litre,1
bom_sf_kem_dau_line_2__do_ngot_it__do_tra_vua__da_khong,bom_sf_kem_dau__do_ngot_it__do_tra_vua__da_khong,pp_ing_rich_cao,0.08,uom.product_uom_litre,1
bom_sf_kem_dau_line_3__do_ngot_it__do_tra_vua__da_khong,bom_sf_kem_dau__do_ngot_it__do_tra_vua__da_khong,pp_ing_base_kem,0.03,uom.product_uom_litre,1
bom_sf_kem_dau_line_4__do_ngot_it__do_tra_vua__da_khong,bom_sf_kem_dau__do_ngot_it__do_tra_vua__da_khong,pp_ing_muc_dau,0.02,uom.product_uom_litre,1
bom_sf_kem_dau_line_1__do_ngot_it__do_tra_vua__da_it,bom_sf_kem_dau__do_ngot_it__do_tra_vua__da_it,pp_ing_rich_lun,0.08,uom.product_uom_litre,1
bom_sf_kem_dau_line_2__do_ngot_it__do_tra_vua__da_it,bom_sf_kem_dau__do_ngot_it__do_tra_vua__da_it,pp_ing_rich_cao,0.08,uom.product_uom_litre,1
bom_sf_kem_dau_line_3__do_ngot_it__do_tra_vua__da_it,bom_sf_kem_dau__do_ngot_it__do_tra_vua__da_it,pp_ing_base_kem,0.03,uom.product_uom_litre,1
bom_sf_kem_dau_line_4__do_ngot_it__do_tra_vua__da_it,bom_sf_kem_dau__do_ngot_it__do_tra_vua__da_it,pp_ing_muc_dau,0.02,uom.product_uom_litre,1
bom_sf_kem_dau_line_1__do_ngot_it__do_tra_vua__da_vua,bom_sf_kem_dau__do_ngot_it__do_tra_vua__da_vua,pp_ing_rich_lun,0.08,uom.product_uom_litre,1
bom_sf_kem_dau_line_2__do_ngot_it__do_tra_vua__da_vua,bom_sf_kem_dau__do_ngot_it__do_tra_vua__da_vua,pp_ing_rich_cao,0.08,uom.product_uom_litre,1
bom_sf_kem_dau_line_3__do_ngot_it__do_tra_vua__da_vua,bom_sf_kem_dau__do_ngot_it__do_tra_vua__da_vua,pp_ing_base_kem,0.03,uom.product_uom_litre,1
bom_sf_kem_dau_line_4__do_ngot_it__do_tra_vua__da_vua,bom_sf_kem_dau__do_ngot_it__do_tra_vua__da_vua,pp_ing_muc_dau,0.02,uom.product_uom_litre,1
bom_sf_kem_dau_line_1__do_ngot_it__do_tra_vua__da_nhieu,bom_sf_kem_dau__do_ngot_it__do_tra_vua__da_nhieu,pp_ing_rich_lun,0.08,uom.product_uom_litre,1
bom_sf_kem_dau_line_2__do_ngot_it__do_tra_vua__da_nhieu,bom_sf_kem_dau__do_ngot_it__do_tra_vua__da_nhieu,pp_ing_rich_cao,0.08,uom.product_uom_litre,1
bom_sf_kem_dau_line_3__do_ngot_it__do_tra_vua__da_nhieu,bom_sf_kem_dau__do_ngot_it__do_tra_vua__da_nhieu,pp_ing_base_kem,0.03,uom.product_uom_litre,1
bom_sf_kem_dau_line_4__do_ngot_it__do_tra_vua__da_nhieu,bom_sf_kem_dau__do_ngot_it__do_tra_vua__da_nhieu,pp_ing_muc_dau,0.02,uom.product_uom_litre,1
bom_sf_kem_dau_line_1__do_ngot_it__do_tra_dam__da_khong,bom_sf_kem_dau__do_ngot_it__do_tra_dam__da_khong,pp_ing_rich_lun,0.08,uom.product_uom_litre,1
bom_sf_kem_dau_line_2__do_ngot_it__do_tra_dam__da_khong,bom_sf_kem_dau__do_ngot_it__do_tra_dam__da_khong,pp_ing_rich_cao,0.08,uom.product_uom_litre,1
bom_sf_kem_dau_line_3__do_ngot_it__do_tra_dam__da_khong,bom_sf_kem_dau__do_ngot_it__do_tra_dam__da_khong,pp_ing_base_kem,0.03,uom.product_uom_litre,1
bom_sf_kem_dau_line_4__do_ngot_it__do_tra_dam__da_khong,bom_sf_kem_dau__do_ngot_it__do_tra_dam__da_khong,pp_ing_muc_dau,0.02,uom.product_uom_litre,1
bom_sf_kem_dau_line_1__do_ngot_it__do_tra_dam__da_it,bom_sf_kem_dau__do_ngot_it__do_tra_dam__da_it,pp_ing_rich_lun,0.08,uom.product_uom_litre,1
bom_sf_kem_dau_line_2__do_ngot_it__do_tra_dam__da_it,bom_sf_kem_dau__do_ngot_it__do_tra_dam__da_it,pp_ing_rich_cao,0.08,uom.product_uom_litre,1
bom_sf_kem_dau_line_3__do_ngot_it__do_tra_dam__da_it,bom_sf_kem_dau__do_ngot_it__do_tra_dam__da_it,pp_ing_base_kem,0.03,uom.product_uom_litre,1
bom_sf_kem_dau_line_4__do_ngot_it__do_tra_dam__da_it,bom_sf_kem_dau__do_ngot_it__do_tra_dam__da_it,pp_ing_muc_dau,0.02,uom.product_uom_litre,1
bom_sf_kem_dau_line_1__do_ngot_it__do_tra_dam__da_vua,bom_sf_kem_dau__do_ngot_it__do_tra_dam__da_vua,pp_ing_rich_lun,0.08,uom.product_uom_litre,1
bom_sf_kem_dau_line_2__do_ngot_it__do_tra_dam__da_vua,bom_sf_kem_dau__do_ngot_it__do_tra_dam__da_vua,pp_ing_rich_cao,0.08,uom.product_uom_litre,1
bom_sf_kem_dau_line_3__do_ngot_it__do_tra_dam__da_vua,bom_sf_kem_dau__do_ngot_it__do_tra_dam__da_vua,pp_ing_base_kem,0.03,uom.product_uom_litre,1
bom_sf_kem_dau_line_4__do_ngot_it__do_tra_dam__da_vua,bom_sf_kem_dau__do_ngot_it__do_tra_dam__da_vua,pp_ing_muc_dau,0.02,uom.product_uom_litre,1
bom_sf_kem_dau_line_1__do_ngot_it__do_tra_dam__da_nhieu,bom_sf_kem_dau__do_ngot_it__do_tra_dam__da_nhieu,pp_ing_rich_lun,0.08,uom.product_uom_litre,1
bom_sf_kem_dau_line_2__do_ngot_it__do_tra_dam__da_nhieu,bom_sf_kem_dau__do_ngot_it__do_tra_dam__da_nhieu,pp_ing_rich_cao,0.08,uom.product_uom_litre,1
bom_sf_kem_dau_line_3__do_ngot_it__do_tra_dam__da_nhieu,bom_sf_kem_dau__do_ngot_it__do_tra_dam__da_nhieu,pp_ing_base_kem,0.03,uom.product_uom_litre,1
bom_sf_kem_dau_line_4__do_ngot_it__do_tra_dam__da_nhieu,bom_sf_kem_dau__do_ngot_it__do_tra_dam__da_nhieu,pp_ing_muc_dau,0.02,uom.product_uom_litre,1
bom_sf_kem_dau_line_1__do_ngot_vua__do_tra_nhat__da_khong,bom_sf_kem_dau__do_ngot_vua__do_tra_nhat__da_khong,pp_ing_rich_lun,0.08,uom.product_uom_litre,1
bom_sf_kem_dau_line_2__do_ngot_vua__do_tra_nhat__da_khong,bom_sf_kem_dau__do_ngot_vua__do_tra_nhat__da_khong,pp_ing_rich_cao,0.08,uom.product_uom_litre,1
bom_sf_kem_dau_line_3__do_ngot_vua__do_tra_nhat__da_khong,bom_sf_kem_dau__do_ngot_vua__do_tra_nhat__da_khong,pp_ing_base_kem,0.03,uom.product_uom_litre,1
bom_sf_kem_dau_line_4__do_ngot_vua__do_tra_nhat__da_khong,bom_sf_kem_dau__do_ngot_vua__do_tra_nhat__da_khong,pp_ing_muc_dau,0.02,uom.product_uom_litre,1
bom_sf_kem_dau_line_1__do_ngot_vua__do_tra_nhat__da_it,bom_sf_kem_dau__do_ngot_vua__do_tra_nhat__da_it,pp_ing_rich_lun,0.08,uom.product_uom_litre,1
bom_sf_kem_dau_line_2__do_ngot_vua__do_tra_nhat__da_it,bom_sf_kem_dau__do_ngot_vua__do_tra_nhat__da_it,pp_ing_rich_cao,0.08,uom.product_uom_litre,1
bom_sf_kem_dau_line_3__do_ngot_vua__do_tra_nhat__da_it,bom_sf_kem_dau__do_ngot_vua__do_tra_nhat__da_it,pp_ing_base_kem,0.03,uom.product_uom_litre,1
bom_sf_kem_dau_line_4__do_ngot_vua__do_tra_nhat__da_it,bom_sf_kem_dau__do_ngot_vua__do_tra_nhat__da_it,pp_ing_muc_dau,0.02,uom.product_uom_litre,1
bom_sf_kem_dau_line_1__do_ngot_vua__do_tra_nhat__da_vua,bom_sf_kem_dau__do_ngot_vua__do_tra_nhat__da_vua,pp_ing_rich_lun,0.08,uom.product_uom_litre,1
bom_sf_kem_dau_line_2__do_ngot_vua__do_tra_nhat__da_vua,bom_sf_kem_dau__do_ngot_vua__do_tra_nhat__da_vua,pp_ing_rich_cao,0.08,uom.product_uom_litre,1
bom_sf_kem_dau_line_3__do_ngot_vua__do_tra_nhat__da_vua,bom_sf_kem_dau__do_ngot_vua__do_tra_nhat__da_vua,pp_ing_base_kem,0.03,uom.product_uom_litre,1
bom_sf_kem_dau_line_4__do_ngot_vua__do_tra_nhat__da_vua,bom_sf_kem_dau__do_ngot_vua__do_tra_nhat__da_vua,pp_ing_muc_dau,0.02,uom.product_uom_litre,1
bom_sf_kem_dau_line_1__do_ngot_vua__do_tra_nhat__da_nhieu,bom_sf_kem_dau__do_ngot_vua__do_tra_nhat__da_nhieu,pp_ing_rich_lun,0.08,uom.product_uom_litre,1
bom_sf_kem_dau_line_2__do_ngot_vua__do_tra_nhat__da_nhieu,bom_sf_kem_dau__do_ngot_vua__do_tra_nhat__da_nhieu,pp_ing_rich_cao,0.08,uom.product_uom_litre,1
bom_sf_kem_dau_line_3__do_ngot_vua__do_tra_nhat__da_nhieu,bom_sf_kem_dau__do_ngot_vua__do_tra_nhat__da_nhieu,pp_ing_base_kem,0.03,uom.product_uom_litre,1
bom_sf_kem_dau_line_4__do_ngot_vua__do_tra_nhat__da_nhieu,bom_sf_kem_dau__do_ngot_vua__do_tra_nhat__da_nhieu,pp_ing_muc_dau,0.02,uom.product_uom_litre,1
bom_sf_kem_dau_line_1__do_ngot_vua__do_tra_vua__da_khong,bom_sf_kem_dau__do_ngot_vua__do_tra_vua__da_khong,pp_ing_rich_lun,0.08,uom.product_uom_litre,1
bom_sf_kem_dau_line_2__do_ngot_vua__do_tra_vua__da_khong,bom_sf_kem_dau__do_ngot_vua__do_tra_vua__da_khong,pp_ing_rich_cao,0.08,uom.product_uom_litre,1
bom_sf_kem_dau_line_3__do_ngot_vua__do_tra_vua__da_khong,bom_sf_kem_dau__do_ngot_vua__do_tra_vua__da_khong,pp_ing_base_kem,0.03,uom.product_uom_litre,1
bom_sf_kem_dau_line_4__do_ngot_vua__do_tra_vua__da_khong,bom_sf_kem_dau__do_ngot_vua__do_tra_vua__da_khong,pp_ing_muc_dau,0.02,uom.product_uom_litre,1
bom_sf_kem_dau_line_1__do_ngot_vua__do_tra_vua__da_it,bom_sf_kem_dau__do_ngot_vua__do_tra_vua__da_it,pp_ing_rich_lun,0.08,uom.product_uom_litre,1
bom_sf_kem_dau_line_2__do_ngot_vua__do_tra_vua__da_it,bom_sf_kem_dau__do_ngot_vua__do_tra_vua__da_it,pp_ing_rich_cao,0.08,uom.product_uom_litre,1
bom_sf_kem_dau_line_3__do_ngot_vua__do_tra_vua__da_it,bom_sf_kem_dau__do_ngot_vua__do_tra_vua__da_it,pp_ing_base_kem,0.03,uom.product_uom_litre,1
bom_sf_kem_dau_line_4__do_ngot_vua__do_tra_vua__da_it,bom_sf_kem_dau__do_ngot_vua__do_tra_vua__da_it,pp_ing_muc_dau,0.02,uom.product_uom_litre,1
bom_sf_kem_dau_line_1__do_ngot_vua__do_tra_vua__da_vua,bom_sf_kem_dau__do_ngot_vua__do_tra_vua__da_vua,pp_ing_rich_lun,0.08,uom.product_uom_litre,1
bom_sf_kem_dau_line_2__do_ngot_vua__do_tra_vua__da_vua,bom_sf_kem_dau__do_ngot_vua__do_tra_vua__da_vua,pp_ing_rich_cao,0.08,uom.product_uom_litre,1
bom_sf_kem_dau_line_3__do_ngot_vua__do_tra_vua__da_vua,bom_sf_kem_dau__do_ngot_vua__do_tra_vua__da_vua,pp_ing_base_kem,0.03,uom.product_uom_litre,1
bom_sf_kem_dau_line_4__do_ngot_vua__do_tra_vua__da_vua,bom_sf_kem_dau__do_ngot_vua__do_tra_vua__da_vua,pp_ing_muc_dau,0.02,uom.product_uom_litre,1
bom_sf_kem_dau_line_1__do_ngot_vua__do_tra_vua__da_nhieu,bom_sf_kem_dau__do_ngot_vua__do_tra_vua__da_nhieu,pp_ing_rich_lun,0.08,uom.product_uom_litre,1
bom_sf_kem_dau_line_2__do_ngot_vua__do_tra_vua__da_nhieu,bom_sf_kem_dau__do_ngot_vua__do_tra_vua__da_nhieu,pp_ing_rich_cao,0.08,uom.product_uom_litre,1
bom_sf_kem_dau_line_3__do_ngot_vua__do_tra_vua__da_nhieu,bom_sf_kem_dau__do_ngot_vua__do_tra_vua__da_nhieu,pp_ing_base_kem,0.03,uom.product_uom_litre,1
bom_sf_kem_dau_line_4__do_ngot_vua__do_tra_vua__da_nhieu,bom_sf_kem_dau__do_ngot_vua__do_tra_vua__da_nhieu,pp_ing_muc_dau,0.02,uom.product_uom_litre,1
bom_sf_kem_dau_line_1__do_ngot_vua__do_tra_dam__da_khong,bom_sf_kem_dau__do_ngot_vua__do_tra_dam__da_khong,pp_ing_rich_lun,0.08,uom.product_uom_litre,1
bom_sf_kem_dau_line_2__do_ngot_vua__do_tra_dam__da_khong,bom_sf_kem_dau__do_ngot_vua__do_tra_dam__da_khong,pp_ing_rich_cao,0.08,uom.product_uom_litre,1
bom_sf_kem_dau_line_3__do_ngot_vua__do_tra_dam__da_khong,bom_sf_kem_dau__do_ngot_vua__do_tra_dam__da_khong,pp_ing_base_kem,0.03,uom.product_uom_litre,1
bom_sf_kem_dau_line_4__do_ngot_vua__do_tra_dam__da_khong,bom_sf_kem_dau__do_ngot_vua__do_tra_dam__da_khong,pp_ing_muc_dau,0.02,uom.product_uom_litre,1
bom_sf_kem_dau_line_1__do_ngot_vua__do_tra_dam__da_it,bom_sf_kem_dau__do_ngot_vua__do_tra_dam__da_it,pp_ing_rich_lun,0.08,uom.product_uom_litre,1
bom_sf_kem_dau_line_2__do_ngot_vua__do_tra_dam__da_it,bom_sf_kem_dau__do_ngot_vua__do_tra_dam__da_it,pp_ing_rich_cao,0.08,uom.product_uom_litre,1
bom_sf_kem_dau_line_3__do_ngot_vua__do_tra_dam__da_it,bom_sf_kem_dau__do_ngot_vua__do_tra_dam__da_it,pp_ing_base_kem,0.03,uom.product_uom_litre,1
bom_sf_kem_dau_line_4__do_ngot_vua__do_tra_dam__da_it,bom_sf_kem_dau__do_ngot_vua__do_tra_dam__da_it,pp_ing_muc_dau,0.02,uom.product_uom_litre,1
bom_sf_kem_dau_line_1__do_ngot_vua__do_tra_dam__da_vua,bom_sf_kem_dau__do_ngot_vua__do_tra_dam__da_vua,pp_ing_rich_lun,0.08,uom.product_uom_litre,1
bom_sf_kem_dau_line_2__do_ngot_vua__do_tra_dam__da_vua,bom_sf_kem_dau__do_ngot_vua__do_tra_dam__da_vua,pp_ing_rich_cao,0.08,uom.product_uom_litre,1
bom_sf_kem_dau_line_3__do_ngot_vua__do_tra_dam__da_vua,bom_sf_kem_dau__do_ngot_vua__do_tra_dam__da_vua,pp_ing_base_kem,0.03,uom.product_uom_litre,1
bom_sf_kem_dau_line_4__do_ngot_vua__do_tra_dam__da_vua,bom_sf_kem_dau__do_ngot_vua__do_tra_dam__da_vua,pp_ing_muc_dau,0.02,uom.product_uom_litre,1
bom_sf_kem_dau_line_1__do_ngot_vua__do_tra_dam__da_nhieu,bom_sf_kem_dau__do_ngot_vua__do_tra_dam__da_nhieu,pp_ing_rich_lun,0.08,uom.product_uom_litre,1
bom_sf_kem_dau_line_2__do_ngot_vua__do_tra_dam__da_nhieu,bom_sf_kem_dau__do_ngot_vua__do_tra_dam__da_nhieu,pp_ing_rich_cao,0.08,uom.product_uom_litre,1
bom_sf_kem_dau_line_3__do_ngot_vua__do_tra_dam__da_nhieu,bom_sf_kem_dau__do_ngot_vua__do_tra_dam__da_nhieu,pp_ing_base_kem,0.03,uom.product_uom_litre,1
bom_sf_kem_dau_line_4__do_ngot_vua__do_tra_dam__da_nhieu,bom_sf_kem_dau__do_ngot_vua__do_tra_dam__da_nhieu,pp_ing_muc_dau,0.02,uom.product_uom_litre,1
bom_sf_kem_dau_line_1__do_ngot_nhieu__do_tra_nhat__da_khong,bom_sf_kem_dau__do_ngot_nhieu__do_tra_nhat__da_khong,pp_ing_rich_lun,0.08,uom.product_uom_litre,1
bom_sf_kem_dau_line_2__do_ngot_nhieu__do_tra_nhat__da_khong,bom_sf_kem_dau__do_ngot_nhieu__do_tra_nhat__da_khong,pp_ing_rich_cao,0.08,uom.product_uom_litre,1
bom_sf_kem_dau_line_3__do_ngot_nhieu__do_tra_nhat__da_khong,bom_sf_kem_dau__do_ngot_nhieu__do_tra_nhat__da_khong,pp_ing_base_kem,0.03,uom.product_uom_litre,1
bom_sf_kem_dau_line_4__do_ngot_nhieu__do_tra_nhat__da_khong,bom_sf_kem_dau__do_ngot_nhieu__do_tra_nhat__da_khong,pp_ing_muc_dau,0.02,uom.product_uom_litre,1
bom_sf_kem_dau_line_1__do_ngot_nhieu__do_tra_nhat__da_it,bom_sf_kem_dau__do_ngot_nhieu__do_tra_nhat__da_it,pp_ing_rich_lun,0.08,uom.product_uom_litre,1
bom_sf_kem_dau_line_2__do_ngot_nhieu__do_tra_nhat__da_it,bom_sf_kem_dau__do_ngot_nhieu__do_tra_nhat__da_it,pp_ing_rich_cao,0.08,uom.product_uom_litre,1
bom_sf_kem_dau_line_3__do_ngot_nhieu__do_tra_nhat__da_it,bom_sf_kem_dau__do_ngot_nhieu__do_tra_nhat__da_it,pp_ing_base_kem,0.03,uom.product_uom_litre,1
bom_sf_kem_dau_line_4__do_ngot_nhieu__do_tra_nhat__da_it,bom_sf_kem_dau__do_ngot_nhieu__do_tra_nhat__da_it,pp_ing_muc_dau,0.02,uom.product_uom_litre,1
bom_sf_kem_dau_line_1__do_ngot_nhieu__do_tra_nhat__da_vua,bom_sf_kem_dau__do_ngot_nhieu__do_tra_nhat__da_vua,pp_ing_rich_lun,0.08,uom.product_uom_litre,1
bom_sf_kem_dau_line_2__do_ngot_nhieu__do_tra_nhat__da_vua,bom_sf_kem_dau__do_ngot_nhieu__do_tra_nhat__da_vua,pp_ing_rich_cao,0.08,uom.product_uom_litre,1
bom_sf_kem_dau_line_3__do_ngot_nhieu__do_tra_nhat__da_vua,bom_sf_kem_dau__do_ngot_nhieu__do_tra_nhat__da_vua,pp_ing_base_kem,0.03,uom.product_uom_litre,1
bom_sf_kem_dau_line_4__do_ngot_nhieu__do_tra_nhat__da_vua,bom_sf_kem_dau__do_ngot_nhieu__do_tra_nhat__da_vua,pp_ing_muc_dau,0.02,uom.product_uom_litre,1
bom_sf_kem_dau_line_1__do_ngot_nhieu__do_tra_nhat__da_nhieu,bom_sf_kem_dau__do_ngot_nhieu__do_tra_nhat__da_nhieu,pp_ing_rich_lun,0.08,uom.product_uom_litre,1
bom_sf_kem_dau_line_2__do_ngot_nhieu__do_tra_nhat__da_nhieu,bom_sf_kem_dau__do_ngot_nhieu__do_tra_nhat__da_nhieu,pp_ing_rich_cao,0.08,uom.product_uom_litre,1
bom_sf_kem_dau_line_3__do_ngot_nhieu__do_tra_nhat__da_nhieu,bom_sf_kem_dau__do_ngot_nhieu__do_tra_nhat__da_nhieu,pp_ing_base_kem,0.03,uom.product_uom_litre,1
bom_sf_kem_dau_line_4__do_ngot_nhieu__do_tra_nhat__da_nhieu,bom_sf_kem_dau__do_ngot_nhieu__do_tra_nhat__da_nhieu,pp_ing_muc_dau,0.02,uom.product_uom_litre,1
bom_sf_kem_dau_line_1__do_ngot_nhieu__do_tra_vua__da_khong,bom_sf_kem_dau__do_ngot_nhieu__do_tra_vua__da_khong,pp_ing_rich_lun,0.08,uom.product_uom_litre,1
bom_sf_kem_dau_line_2__do_ngot_nhieu__do_tra_vua__da_khong,bom_sf_kem_dau__do_ngot_nhieu__do_tra_vua__da_khong,pp_ing_rich_cao,0.08,uom.product_uom_litre,1
bom_sf_kem_dau_line_3__do_ngot_nhieu__do_tra_vua__da_khong,bom_sf_kem_dau__do_ngot_nhieu__do_tra_vua__da_khong,pp_ing_base_kem,0.03,uom.product_uom_litre,1
bom_sf_kem_dau_line_4__do_ngot_nhieu__do_tra_vua__da_khong,bom_sf_kem_dau__do_ngot_nhieu__do_tra_vua__da_khong,pp_ing_muc_dau,0.02,uom.product_uom_litre,1
bom_sf_kem_dau_line_1__do_ngot_nhieu__do_tra_vua__da_it,bom_sf_kem_dau__do_ngot_nhieu__do_tra_vua__da_it,pp_ing_rich_lun,0.08,uom.product_uom_litre,1
bom_sf_kem_dau_line_2__do_ngot_nhieu__do_tra_vua__da_it,bom_sf_kem_dau__do_ngot_nhieu__do_tra_vua__da_it,pp_ing_rich_cao,0.08,uom.product_uom_litre,1
bom_sf_kem_dau_line_3__do_ngot_nhieu__do_tra_vua__da_it,bom_sf_kem_dau__do_ngot_nhieu__do_tra_vua__da_it,pp_ing_base_kem,0.03,uom.product_uom_litre,1
bom_sf_kem_dau_line_4__do_ngot_nhieu__do_tra_vua__da_it,bom_sf_kem_dau__do_ngot_nhieu__do_tra_vua__da_it,pp_ing_muc_dau,0.02,uom.product_uom_litre,1
bom_sf_kem_dau_line_1__do_ngot_nhieu__do_tra_vua__da_vua,bom_sf_kem_dau__do_ngot_nhieu__do_tra_vua__da_vua,pp_ing_rich_lun,0.08,uom.product_uom_litre,1
bom_sf_kem_dau_line_2__do_ngot_nhieu__do_tra_vua__da_vua,bom_sf_kem_dau__do_ngot_nhieu__do_tra_vua__da_vua,pp_ing_rich_cao,0.08,uom.product_uom_litre,1
bom_sf_kem_dau_line_3__do_ngot_nhieu__do_tra_vua__da_vua,bom_sf_kem_dau__do_ngot_nhieu__do_tra_vua__da_vua,pp_ing_base_kem,0.03,uom.product_uom_litre,1
bom_sf_kem_dau_line_4__do_ngot_nhieu__do_tra_vua__da_vua,bom_sf_kem_dau__do_ngot_nhieu__do_tra_vua__da_vua,pp_ing_muc_dau,0.02,uom.product_uom_litre,1
bom_sf_kem_dau_line_1__do_ngot_nhieu__do_tra_vua__da_nhieu,bom_sf_kem_dau__do_ngot_nhieu__do_tra_vua__da_nhieu,pp_ing_rich_lun,0.08,uom.product_uom_litre,1
bom_sf_kem_dau_line_2__do_ngot_nhieu__do_tra_vua__da_nhieu,bom_sf_kem_dau__do_ngot_nhieu__do_tra_vua__da_nhieu,pp_ing_rich_cao,0.08,uom.product_uom_litre,1
bom_sf_kem_dau_line_3__do_ngot_nhieu__do_tra_vua__da_nhieu,bom_sf_kem_dau__do_ngot_nhieu__do_tra_vua__da_nhieu,pp_ing_base_kem,0.03,uom.product_uom_litre,1
bom_sf_kem_dau_line_4__do_ngot_nhieu__do_tra_vua__da_nhieu,bom_sf_kem_dau__do_ngot_nhieu__do_tra_vua__da_nhieu,pp_ing_muc_dau,0.02,uom.product_uom_litre,1
bom_sf_kem_dau_line_1__do_ngot_nhieu__do_tra_dam__da_khong,bom_sf_kem_dau__do_ngot_nhieu__do_tra_dam__da_khong,pp_ing_rich_lun,0.08,uom.product_uom_litre,1
bom_sf_kem_dau_line_2__do_ngot_nhieu__do_tra_dam__da_khong,bom_sf_kem_dau__do_ngot_nhieu__do_tra_dam__da_khong,pp_ing_rich_cao,0.08,uom.product_uom_litre,1
bom_sf_kem_dau_line_3__do_ngot_nhieu__do_tra_dam__da_khong,bom_sf_kem_dau__do_ngot_nhieu__do_tra_dam__da_khong,pp_ing_base_kem,0.03,uom.product_uom_litre,1
bom_sf_kem_dau_line_4__do_ngot_nhieu__do_tra_dam__da_khong,bom_sf_kem_dau__do_ngot_nhieu__do_tra_dam__da_khong,pp_ing_muc_dau,0.02,uom.product_uom_litre,1
bom_sf_kem_dau_line_1__do_ngot_nhieu__do_tra_dam__da_it,bom_sf_kem_dau__do_ngot_nhieu__do_tra_dam__da_it,pp_ing_rich_lun,0.08,uom.product_uom_litre,1
bom_sf_kem_dau_line_2__do_ngot_nhieu__do_tra_dam__da_it,bom_sf_kem_dau__do_ngot_nhieu__do_tra_dam__da_it,pp_ing_rich_cao,0.08,uom.product_uom_litre,1
bom_sf_kem_dau_line_3__do_ngot_nhieu__do_tra_dam__da_it,bom_sf_kem_dau__do_ngot_nhieu__do_tra_dam__da_it,pp_ing_base_kem,0.03,uom.product_uom_litre,1
bom_sf_kem_dau_line_4__do_ngot_nhieu__do_tra_dam__da_it,bom_sf_kem_dau__do_ngot_nhieu__do_tra_dam__da_it,pp_ing_muc_dau,0.02,uom.product_uom_litre,1
